# script: Chirp_sweep_log.py
# csv_file: data/chirp_sweep_2026-07-20_14-24-20.csv
# samplerate: 48000
# amplitude: 1.0
# output_device: Externe Kopfhörer
# port: /dev/cu.usbserial-1110
# baud: 115200
# sweep: {"f0": 20.0, "f1": 20000.0, "duration_s": 40.0, "type": "log"}
# run_timestamp_local: 2026-07-20T14:24:22.190447+02:00
wall_clock,t_rel_s,f_inst_hz,arduino_t_ms,p2p_0,rms_0,vmax_0,vmin_0,p2p_1,rms_1,vmax_1,vmin_1
2026-07-20T14:24:25.180276+02:00,2.875,32.86,3412,5.0,1.53,281.0,276.0,4.0,1.27,297.0,293.0
2026-07-20T14:24:25.202518+02:00,2.897,32.98,3434,4.0,1.08,281.0,277.0,3.0,0.89,298.0,295.0
2026-07-20T14:24:25.224242+02:00,2.919,33.11,3456,3.0,0.85,280.0,277.0,3.0,0.73,297.0,294.0
2026-07-20T14:24:25.246789+02:00,2.941,33.24,3478,4.0,1.22,280.0,276.0,3.0,0.96,297.0,294.0
2026-07-20T14:24:25.269525+02:00,2.964,33.37,3501,4.0,1.27,280.0,276.0,3.0,1.04,297.0,294.0
2026-07-20T14:24:25.290946+02:00,2.985,33.49,3523,3.0,0.85,280.0,277.0,3.0,0.73,297.0,294.0
2026-07-20T14:24:25.313354+02:00,3.008,33.62,3545,5.0,1.47,281.0,276.0,4.0,1.21,298.0,294.0
2026-07-20T14:24:25.334755+02:00,3.029,33.75,3567,6.0,1.44,281.0,275.0,4.0,1.26,297.0,293.0
2026-07-20T14:24:25.356420+02:00,3.051,33.87,3588,5.0,1.32,280.0,275.0,4.0,1.18,297.0,293.0
2026-07-20T14:24:25.376888+02:00,3.071,33.99,3609,3.0,1.1,280.0,277.0,3.0,0.84,297.0,294.0
2026-07-20T14:24:25.399236+02:00,3.094,34.12,3631,4.0,1.2,280.0,276.0,3.0,1.01,297.0,294.0
2026-07-20T14:24:25.419798+02:00,3.114,34.24,3652,6.0,2.02,281.0,275.0,5.0,1.6,298.0,293.0
2026-07-20T14:24:25.441207+02:00,3.136,34.37,3673,3.0,0.77,280.0,277.0,3.0,0.6,297.0,294.0
2026-07-20T14:24:25.461862+02:00,3.156,34.49,3694,4.0,1.05,281.0,277.0,3.0,0.86,297.0,294.0
2026-07-20T14:24:25.483339+02:00,3.178,34.62,3715,6.0,1.44,281.0,275.0,5.0,1.15,298.0,293.0
2026-07-20T14:24:25.503893+02:00,3.198,34.75,3736,5.0,1.69,281.0,276.0,4.0,1.27,298.0,294.0
